Sigma,RMSE,Robust_Key_Parity_%,Robust_Dec_Success,Paper_Key_Parity_%,Paper_Dec_Success
1e-06,0.029309966158462035,0.389862060546875,False,99.9053955078125,False
1e-05,0.029309992886840282,0.389862060546875,False,99.9053955078125,False
0.0001,0.029310412337935784,0.389862060546875,False,99.90386962890625,False
0.001,0.029329817221267193,0.389862060546875,False,99.89471435546875,False
0.01,0.030997089129238677,0.3924051920572917,False,99.493408203125,False
